Sr.no,ID,Name of News,youtube link,https://youtu.be/ATOcPSGRgVk?si=pnFohU9qeZqgbPXj,Duration,standard duration,Publishing year,Media Organization,Auidio Quality,single speaker,Country,Pecha Tools,Group,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26
427.0,STT_NW0414,Editors’ Podcast: Who are Yemen’s Houthis?,https://youtu.be/vdt-X_AZM2g?si=nYvr7OqSHx8zN_aO,YouTube ,00:12:29,00:12:30,2024.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
428.0,STT_NW0415,"བོད་ཀྱི་བརྙན་འཕྲིན་གྱི་ཉིན་རེའི་གསར་འགྱུར། ༢༠༢༤།༠༥།༢༢ TV Daily News May 22, 2024",https://youtu.be/S2kc7VPJY3E?si=nE32hct4nGhL7gAG,YouTube ,00:15:33,00:15:34,2024.0,TibetTV,Good,True,India,Uploaded,Group A,,,,,,,,,,,,,
429.0,STT_NW0416,"བོད་ཀྱི་བརྙན་འཕྲིན་གྱི་ཉིན་རེའི་གསར་འགྱུར། ༢༠༢༠།༡༡།༢༦Tibet TV Daily News- November. 26, 2020",https://youtu.be/T5F1tKuYbG4?si=XnSEk5FTqdaS2Xh1,YouTube ,00:11:17,00:11:17,2020.0,TibetTV,Good,True,India,Uploaded,Group A,,,,,,,,,,,,,
430.0,STT_NW0417,"Kunleng News Aug 11, 2021. ཀུན་གླེང་གསར་འགྱུར། ༢༠༢༡ ལོའི་ཟླ་༨ ཚེས་༡༡",https://youtu.be/TOh26PppozQ?si=cp5Odh9AVbqczd5a,YouTube ,00:18:47,00:18:48,2021.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
431.0,STT_NW0418,"Kunleng News Apr 14, 2023",https://youtu.be/CcMdaD3xib0?si=h_DTn_G8R_YkSbZN,YouTube ,00:24:18,00:24:19,2023.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
432.0,STT_NW0419,"བོད་ཀྱི་བརྙན་འཕྲིན་གྱི་ཉིན་རེའི་གསར་འགྱུར། ༢༠༢༤།༠༡།༡༦ Tibet TV Daily News January 16 , 2024",https://youtu.be/saJy2wplYWc?si=YoM_h1_O4VUYJPvu,YOUTUBE ,00:09:36,00:09:36,2024.0,TibetTV,Good,True,India,Uploaded,Group A,,,,,,,,,,,,,
433.0,STT_NW0420,"Kunleng News Aug 3, 2022. ཀུན་གླེང་གསར་འགྱུར། ༢༠༢༢ ལོའི་ཟླ་༨ ཚེས་༣",https://youtu.be/jYLFENrt1AE?si=tM3MRrew7T7hS0NA,YOUTUBE ,00:24:22,00:24:23,2022.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
434.0,STT_NW0421,"Kunleng News Aug 4, 2021 ཀུན་གླེང་གསར་འགྱུར་།༢༠༢༡ལོའི་ཟླ་༨ཚེས་༤",https://youtu.be/L9IyhD2v2_s?si=Yzz1gvGxMAWjDZAw,YouTube ,00:22:01,00:22:01,2021.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
435.0,STT_NW0422,"Kunleng News Aug 4, 2023",https://youtu.be/4QsgerhGqe4?si=JdHB27V32ZvHGIgx,YouTube ,00:18:11,00:18:11,2023.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
436.0,STT_NW0423,"Kunleng News Aug 5, 2020 ཀུན་གླེང་གསར་འགྱུར། ༢༠༢༠ ཟླ་ ༨ ཚེས་༥",https://youtu.be/2Q8Iqvr2BF4?si=rwWEfxS2639546qt,YouTube ,00:22:23,00:22:24,2020.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
437.0,STT_NW0424,"Kunleng News Aug 6, 2021 ཀུན་གླེང་གསར་འགྱུར་། ༢༠༢༡ ལོའི་ཟླ་༨ ཚེས་ ༦",https://youtu.be/7LPLmc74Na0?si=3wa_2GMx-y-AZU5n,YouTube ,00:15:12,00:15:13,2021.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
438.0,STT_NW0425,"Kunleng News Aug 7, 2020 ཀུན་གླེང་གསར་འགྱུར། ༢༠༢༠ ཟླ་ ༨ ཚེས་༧",https://youtu.be/pf3CCnBZEU4?si=-_zwXHcn80wokyb8,YouTube ,00:19:54,00:19:46,2020.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
439.0,STT_NW0426,"Kunleng News Aug 8 , 2014 ཀུན་གླེང་གསར་འགྱུར། ༢༠༡༤ ཟླ་ ༨ཚེས་༨",https://youtu.be/NE2q56My478?si=U5MOdo_J0KUSQtcG,YouTube ,00:15:16,00:15:16,2014.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
440.0,STT_NW0427,"བོད་ཀྱི་བརྙན་འཕྲིན་གྱི་ཉིན་རེའི་གསར་འགྱུར། ༢༠༢༤།༠༥།༢༡ TV Daily News May 21, 2024",https://youtu.be/rpt2wacTuiA?si=b7PFNOT507iXMFPl,YouTube ,00:05:20,00:05:21,2024.0,TibetTV,Good,True,India,Uploaded,Group A,,,,,,,,,,,,,
441.0,STT_NW0428,"བོད་ཀྱི་བརྙན་འཕྲིན་གྱི་ཉིན་རེའི་གསར་འགྱུར། ༢༠༢༤།༠༡།༡༥ Tibet TV Daily News January 15 , 2024",https://youtu.be/v-auoE6VgYU?si=apvhMdesJIPHV-KS,YouTube ,00:06:19,00:06:19,2024.0,TibetTV,Good,True,India,Uploaded,Group A,,,,,,,,,,,,,
442.0,STT_NW0429,"ཀུན་གླེང་གསར་འགྱུར། ༢༠༢༣ ཟླ་༡༠ ཚེས་༡༣ Kunleng News Oct 13, 2023",https://youtu.be/cq58V1sntbM?si=IEPTsPK1zETtbAO8,YouTube ,00:22:03,00:22:03,2023.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
443.0,STT_NW0430,"བོད་ཀྱི་བརྙན་འཕྲིན་གྱི་ཉིན་རེའི་གསར་འགྱུར། ༢༠༢༤།༠༡།༡༡ Tibet TV Daily News January 11 , 2024",https://youtu.be/M4nNNjEJ_d4?si=4RIn7C2w9Zik7BEf,YouTube ,00:06:10,00:06:10,2024.0,TibetTV,Good,True,India,Uploaded,Group A,,,,,,,,,,,,,
444.0,STT_NW0431,Year Ender: Reviewing China in 2023,https://youtu.be/r_0rChIYfCk?si=W_MJXgil3Rye1j7Y,YouTube ,00:20:26,00:20:27,2023.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
445.0,STT_NW0432,"Kunleng News June 27, 2024",https://youtu.be/Oc9VUGLecT4?si=-GBt1-QVF2y_gMkP,YouTube ,00:09:22,00:09:23,2024.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
446.0,STT_NW0433,"Kunleng News Jan 27, 2022",https://youtu.be/5r1mTTbH7Zs?si=u6idOmtNoEJPyG3r,YouTube ,00:02:37,00:20:37,2024.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
447.0,STT_NW0434,"བོད་ཀྱི་བརྙན་འཕྲིན་གྱི་ཉིན་རེའི་གསར་འགྱུར། ༢༠༢༤།༡།༡༠ Tibet TV Daily News January 10, 2024",https://youtu.be/17XjIRsMZ9I?si=DFWmuVrLLrd9u0Xf,YouTube ,00:06:36,00:06:36,2024.0,TibetTV,Good,True,India,Uploaded,Group A,,,,,,,,,,,,,
448.0,STT_NW0435,"བོད་ཀྱི་བརྙན་འཕྲིན་གྱི་ཉིན་རེའི་གསར་འགྱུར། ༢༠༢༤།༠༡།༠༨ Tibet TV Daily News January 08 , 2024",https://youtu.be/94TE1oolLik?si=M85FQiW5FneorSxc,YouTube ,,00:13:30,2024.0,TibetTV,Good,True,India,Uploaded,Group A,,,,,,,,,,,,,
449.0,STT_NW0436,རྒྱུད་གཅིག་ལམ་གཅིག་གི་མདུན་ལམ་ལ་ངེས་གཏན་བྲལ། Uncertain Future of the Belt and Road,https://youtu.be/BJIl--6SLL4?si=ZPwOYZs0N5dI6lJv,YouTube ,00:19:04,00:19:05,2023.0,VOA  Tibetan,Good,True,India,Uploaded,Group A,,,,,,,,,,,,,
450.0,STT_NW0437,"Kunleng News Aug 9, 2023",https://youtu.be/9ek-aCitavQ?si=e4oNdU0zdP8rQsXX,YouTube ,00:19:42,00:19:43,2023.0,VOA  Tibetan,Good,True,India,Uploaded,Group A,,,,,,,,,,,,,
451.0,STT_NW0438,"Kunleng News Aug 10, 2022",https://youtu.be/Jtlj9TJV5eo?si=IzWLjBow4lwgEUqw,YouTube ,00:18:20,00:18:20,2022.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
452.0,STT_NW0439,"Kunleng News Aug 12, 2020 ཀུན་གླེང་གསར་འགྱུར། ༢༠༢༠ ཟླ་ ༨ ཚེས་༡༢",https://youtu.be/-dhoM54C3rE?si=I7_AEEb5nGV9Ht-8,YouTube ,00:25:00,00:25:00,2020.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
453.0,STT_NW0440,"Kunleng News Aug 13, 2021. ཀུན་གླེང་གསར་འགྱུར། ༢༠༢༡ ལོའི་ཟླ་༨ ཚེས་༡༣",https://youtu.be/8bfOaTxrt6g?si=ZXds4qj-ltZQb9nh,YouTube ,00:18:27,00:18:28,2021.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
454.0,STT_NW0441,"Kunleng News Aug 14, 2019 ཀུན་གླེང་གསར་འགྱུར། ༢༠༡༩ཟླ་ ༨ ཚེས་༡༤",https://youtu.be/2GitXce2rOA?si=PgCYkO4wxTyXSEmE,YouTube ,00:18:31,00:18:31,20219.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
455.0,STT_NW0442,"Kunleng News Aug 15, 2014 ཀུན་གླེང་གསར་འགྱུར། ༢༠༡༤ ཟླ་ ༨ ཚེས་༡༥",https://youtu.be/NKTPnZG8PWQ?si=RVcI9CQOgJ3tlIYN,YouTube ,00:17:15,00:17:16,2014.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
456.0,STT_NW0443,"Kunleng News Aug 17, 2018 ཀུན་གླེང་གསར་འགྱུར། ༢༠༡༨ཟླ་ ༨ཚེས་༩༧",https://youtu.be/yP9lYwGUIqw?si=d1_1vZdmXa4eMK9P,YouTube ,00:19:43,00:19:44,2018.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
457.0,STT_NW0444,"Kunleng News Aug 18, 2017 ཀུན་གླེང་གསར་འགྱུར། ༢༠༡༧ཟླ་ ༨ ཚེས་༡༨",https://youtu.be/7BrQSWoGP90?si=A3F_c1IfYeTvkV_K,YouTube ,00:15:20,00:15:20,2017.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
458.0,STT_NW0445,"བོད་ཀྱི་བརྙན་འཕྲིན་གྱི་ཉིན་རེའི་གསར་འགྱུར། ༢༠༢༤།༠༦།༢༧ TV Daily News June 27, 2024",https://youtu.be/dJZ2_ASuSEU?si=Eqm8d9oQVRhYxIJ_,YouTube ,00:06:32,00:06:33,2024.0,TibetTV,Good,True,India,Uploaded,Group A,,,,,,,,,,,,,
459.0,STT_NW0446,"Kunleng News Aug 19, 2020 ཀུན་གླེང་གསར་འགྱུར། ༢༠༢༠ ཟླ་ ༨ ཚེས་༡༩",https://youtu.be/l0gjSH4rNrU?si=9blD8FRS4sUPM3jz,YouTube ,00:21:06,00:21:06,2020.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
460.0,STT_NW0447,"Kunleng News Aug 20, 2021. ཀུན་གླེང་གསར་འགྱུར་།༢༠༢༡ལོའི་ཟླ་༨ཚེས་༢༠",https://youtu.be/jVBwQKJRN9s?si=jJ3GScCnS_C7h7IF,YouTube ,00:20:14,00:20:14,2021.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
461.0,STT_NW0448,"Kunleng News Aug 21, 2020 ཀུན་གླེང་གསར་འགྱུར། ༢༠༢༠ ཟླ་ ༨ ཚེས་༢༡",https://youtu.be/n-98plUV11M?si=NsnDiVmbDcj3y9b4,YouTube ,00:12:06,00:12:07,2020.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
462.0,STT_NW0449,"བོད་ཀྱི་བརྙན་འཕྲིན་གྱི་ཉིན་རེའི་གསར་འགྱུར། ༢༠༢༣།༡༢།༢༨ Tibet TV Daily News December 28 , 2023",https://youtu.be/z-VSXOb2OGk?si=lmC1JakyS9PkxB0m,YouTube ,00:06:15,00:06:16,2023.0,TibetTV,Good,True,India,Uploaded,Group A,,,,,,,,,,,,,
463.0,STT_NW0450,སྲིད་སྐྱོང་མཆོག་གིས་ཨི་ཊ་ལི་ལྷོ་ཊེ་རོལ་རང་སྐྱོང་མངའ་སྡེའི་སྲིད་སྐྱོང་དང་མཇལ་འཕྲད་གནང་འདུག,https://youtu.be/wrslVPlvqDM?si=ODF9AbjiKXVmnsKq,YouTube ,00:36:15,00:36:16,2024.0,RFA,Good,True,India,Uploaded,Group A,,,,,,,,,,,,,
464.0,STT_NW0451,ཀུན་གླེང་གསར་འགྱུར། ༢༠༡༩ཟླ་ ༡༢ ཚེས་༡༣,https://youtu.be/59yzkHYqhgI?si=cYggaSIg4J0QIMQl,YouTube ,00:22:13,00:22:13,20219.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
465.0,STT_NW0452,"ཀུན་གླེང་གསར་འགྱུར། ༢༠༢༤ ལོའི་ཟླ་༡ ཚེས་༡༧ ། Kunleng News Jan 17th, 2024",https://youtu.be/Z848oXEMmFY?si=B0JbTjxmBHb5jBU6,YouTube ,00:18:22,00:18:22,2024.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
466.0,STT_NW0453,"Kunleng News Jan 19, 2024",https://youtu.be/Agz4ae5LXw8?si=xBYWpsNZiKDhDu_6,YouTube ,00:19:09,00:19:10,2024.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
467.0,STT_NW0454,"གསར་འགྱུར་ཕྱོགས་བསྡུས། ༢༠༢༤ ཟླ་ ༡ ཚེས་༩ Headline News: Jan 09, 2024",https://youtu.be/Ac8Gc_g4TQU?si=_tk0I-v4OFbPaTXu,YouTube ,00:05:00,00:05:00,2024.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
468.0,STT_NW0455,"Kunleng News Aug 22, 2018 ཀུན་གླེང་གསར་འགྱུར། ༢༠༡༨ ཟླ་ ༨ ཚེས་༢༢",https://youtu.be/Ew5eV3gbv6o?si=MAzJ7q-ul042hxCT,YouTube ,00:20:29,00:20:29,2018.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
469.0,STT_NW0456,"Kunleng News Aug 23, 2017 ཀུན་གླེང་གསར་འགྱུར། ༢༠༡༧ཟླ་ ༨ཚེས་༢༣",https://youtu.be/RDEBYR_9m9U?si=WI9nnFOOTB--c_US,YouTube ,00:19:06,00:19:06,2017.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
470.0,STT_NW0457,"Kunleng News Feb 21, 2020 ཀུན་གླེང་གསར་འགྱུར། ༢༠༢༠ཟླ་ ༢ ཚེས་༢༡",https://youtu.be/_X1Grvv7Mgs?si=BzYep_hAr6P9espv,YouTube ,00:19:53,00:19:53,2020.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
471.0,STT_NW0458,"ཀུན་གླེང་གསར་འགྱུར། ༢༠༢༤ ལོའི་ཟླ་༣ ཚེས་༡༣ ། Kunleng News March 13th, 2024.",https://youtu.be/aC8ZehIeFyc?si=zSgnW-9fG3W0CH8c,YouTube ,00:21:25,00:21:26,2024.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
472.0,STT_NW0459,"Kunleng News Jan 28, 2022 ཀུན་གླེང་གསར་འགྱུར། ༢༠༢༢ ཟླ་༡ ཚེས་༢༨",https://youtu.be/SmXR8MW7saM?si=5XDJB65SWyaM6cEr,YouTube ,00:16:11,00:16:12,2022.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
473.0,STT_NW0460,"ཀུན་གླེང་གསར་འགྱུར། ༢༠༢༣ ལོའི་ཟླ་༧ ཚེས་༢༦ Kunleng News July 26, 2023",https://youtu.be/an4aNfVoxHk?si=l87c7RWUY6yZzeo7,YouTube ,00:20:47,00:20:47,2023.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
474.0,STT_NW0461,"Kunleng News Aug 24, 2017 ཀུན་གླེང་གསར་འགྱུར། ༢༠༡༧ཟླ་ ༨ཚེས་༢༤",https://youtu.be/7AHi6ugQl54?si=cpgODCMSB8vkQJS_,YouTube ,00:18:17,00:18:17,2017.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
476.0,STT_NW0463,"Kunleng News Aug 25, 2021 ཀུན་གླེང་གསར་འགྱུར། ༢༠༢༡ ལོའི་ཟླ་༨ ཚེས་༢༥",https://youtu.be/ca62BVrho8A?si=K4N94yMCogflJit7,YouTube ,00:18:38,00:18:38,2021.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
477.0,STT_NW0464,"Kunleng News Aug 26, 2020 ཀུན་གླེང་གསར་འགྱུར། ༢༠༢༠ ཟླ་ ༨ ཚེས་༢༦",https://youtu.be/wW80KPoCnKo?si=4Ud52SyJJp-P1WAG,YouTube ,00:20:40,00:20:40,2020.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
478.0,STT_NW0465,"Kunleng News Aug 27, 2021. ཀུན་གླེང་གསར་འགྱུར། ༢༠༢༡ ལོའི་ཟླ་༨ ཚེས་༢༧",https://youtu.be/vceKJZCK_UQ?si=lZdlYs1SxR5zQpB0,YouTube ,00:19:30,00:19:31,2021.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
479.0,STT_NW0466,"Kunleng News Aug 28, 2020 ཀུན་གླེང་གསར་འགྱུར། ༢༠༢༠ ཟླ་ ༨ ཚེས་༢༨",https://youtu.be/61eZsZx7k2Q?si=mc41bnZs_gSBGnld,YouTube ,00:20:34,00:20:35,2020.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
480.0,STT_NW0467,"Kunleng News Aug 29, 2018 ཀུན་གླེང་གསར་འགྱུར། ༢༠༡༨ཟླ་ ༨ཚེས་༢༩",https://youtu.be/vdSKW0d52M4?si=uznPIKv2_2HdQibW,YouTube ,00:16:32,00:16:32,2018.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
481.0,STT_NW0468,"Kunleng News Aug 30, 2023",https://youtu.be/Jf5FOWpT7bQ?si=yk5hlM59mWOH5WWv,YouTube ,00:19:18,00:19:19,2023.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
482.0,STT_NW0469,"བདུན་ཕྲག་འདིའི་བོད་དོན་གསར་འགྱུར་ཕྱོགས་བསྡུས། ༢༠༢༠།༤།༢༤Tibet This Week (Tibetan) - Apr. 24, 2020",https://youtu.be/iU9E2AGBQEE?si=hK-K7L0oo2lNjkaB,YouTube ,00:12:53,00:12:53,2020.0,TibetTV,Good,True,India,Uploaded,Group A,,,,,,,,,,,,,
483.0,STT_NW0470,"Kunleng News Aug 31, 2018 ཀུན་གླེང་གསར་འགྱུར། ༢༠༡༨ཟླ་ ༨ཚེས་༣༡",https://youtu.be/JOGeuE34DUI?si=A0GhdVWsHwx4T04z,YouTube ,00:15:43,00:15:43,2018.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
484.0,STT_NW0471,"Watch Kunleng Full Broadcast Live Dec 8, 2023 VOA Tibetan ཀུན་གླེང་ཐད་གཏོང་། ༢༠༢༣ཟླ་ ༡༢ ཚེས་༨",https://www.youtube.com/live/qPLLjzA0pdw?si=SrZ1p4adLtLvu_hD,YouTube ,00:59:45,00:59:45,2023.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
485.0,STT_NW0472,བདུན་འདིའི་གལ་ཆེའི་གསར་འགྱུར་ཕྱོགས་བསྡུས། Weekly News,https://youtu.be/6xYJydbsJyc?si=BGgdNkrD46IZB-D_,YouTube ,00:10:33,00:10:33,2024.0,བོད་ཀྱི་བང་ཆེན།,Good,True,India,Uploaded,Group A,,,,,,,,,,,,,
486.0,STT_NW0473,བདུན་ཕྲག་འདིའི་བོད་དོན་གསར་འགྱུར་ཕྱོགས་བསྡུས། ༢༠༡༨།༡༠།༡༩,https://youtu.be/l2kMRZQAAEA?si=g-ogxxRVhi-8xKrI,YouTube ,00:10:34,00:10:34,2018.0,TibetTV,Good,True,India,Uploaded,Group A,,,,,,,,,,,,,
487.0,STT_NW0474,"བྷ་ཌན་དང་ཊམ་གཉིས་ཀྱི་རྣོ་ངར་ཆེ་བའི་རྩོད་བསྡུར་ཐོག་མ། Biden, Trump clash in first presidential debate",https://youtu.be/3N1E4BB53Ts?si=PgjdisAoHkBJZ1-7,YouTube ,00:03:15,00:03:16,2024.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
488.0,STT_NW0475,"Kunleng News Feb 28th, 2024.",https://youtu.be/snWn0KNRWYM?si=67jH5PJd30w9d7H5,YouTube ,00:19:25,00:19:26,2024.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
489.0,STT_NW0476,"ཀུན་གླེང་གསར་འགྱུར། ༢༠༢༣ ལོའི་ཟླ་༤ ཚེས་༢༦ Kunleng News April 26, 2023.",https://youtu.be/6zmR7JYDf98?si=iguvD55rv4NOhezb,YouTube ,00:23:51,00:23:52,2024.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
490.0,STT_NW0477,"ཀུན་གླེང་གསར་འགྱུར། ༢༠༢༤ ལོའི་ཟླ་༣ ཚེས་༦ ། Kunleng News March 6th, 2024.",https://youtu.be/v_dtarhxRcc?si=eztgkhfh51pesbbs,YouTube ,00:20:27,00:20:28,2024.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
491.0,STT_NW0478,"Watch Kunleng Full Broadcast Live Apr 26, 2024 VOA Tibetan ཀུན་གླེང་ཐད་གཏོང་། ༢༠༢༤ ཟླ་ ༤ ཚེས་༢༧",https://www.youtube.com/live/wqRnqYxTNbQ?si=r9AgMQuz9gp5qn2m,YouTube ,00:59:50,00:59:50,2024.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
492.0,STT_NW0479,"Watch Kunleng Full Broadcast Live Jun 28, 2023 VOA Tibetan ཀུན་གླེང་ཐད་གཏོང་། ༢༠༢༣ཟླ་ ༦ ཚེས་༢༨",https://www.youtube.com/live/BfFQ-WUDids?si=QaZ7EfdF6G3L28Bq,YouTube ,00:59:50,00:59:50,2023.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
493.0,STT_NW0480,Watch Kunleng Full Broadcast Live May 17 2024 VOA Tibetan ཀུན་གླེང་ཐད་གཏོང་། ༢༠༢༤ ཟླ་ ༥ ཚེས་༡༧,https://www.youtube.com/live/7u0N4bDzRng?si=kdXkDELk_kW7Y7VT,YouTube ,00:59:40,00:59:40,2024.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
494.0,STT_NW0481,"Kunleng News April 29, 2020 ཀུན་གླེང་གསར་འགྱུར། ༢༠༢༠ ཟླ་ ༤ ཚེས་༢༩",https://youtu.be/h4tg-QxzOII?si=mFqpp1IQ5UdmESVx,YouTube ,00:21:22,00:21:22,2020.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
495.0,STT_NW0482,ཀུན་གླེང་གསར་འགྱུར། ༢༠༡༦ཟླ་ ༡༢ ཚེས་༢༣,https://youtu.be/D5mG-MOzjjw?si=4NtbUUt4QwRJvDi4,YouTube ,00:16:08,00:16:08,2016.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
496.0,STT_NW0483,"Watch Kunleng Full Broadcast Live Oct 25, 2023 VOA Tibetan ཀུན་གླེང་ཐད་གཏོང་། ༢༠༢༣ཟླ་ ༡༠ ཚེས་༢༥",https://www.youtube.com/live/ipLrPFiBVhY?si=l4EhTezEEdBGFnoF,YouTube ,00:59:50,00:59:50,2023.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
497.0,STT_NW0484,"Watch Kunleng Full Broadcast Live Mar 13, 2024 VOA Tibetan ཀུན་གླེང་ཐད་གཏོང་། ༢༠༢༤ ཟླ་ ༣ ཚེས་༡༣",https://www.youtube.com/live/J0IN05sIszo?si=QkUoLg0znS0zfPxe,YouTube ,00:59:50,00:59:50,2024.0,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
498.0,STT_NW0485,"#News |SagaDawa | Tibetan protest in europe | Arrest of Tibetan singer |Derge parkhang,UNESCO listed",https://youtu.be/CE0bCz80V-Q?si=nyiRUa88OoMhsXkP,YouTube ,00:32:53,00:32:53,2024.0,RFA,Good,True,India,Uploaded,Group A,,,,,,,,,,,,,
499.0,STT_NW0486,News on Indian election | Dalai Lama |Tibetan Women football team | World Environment Day |,https://youtu.be/L-FVA688BnI?si=9xy4wBXWk71xivBo,YouTube ,00:34:19,00:34:19,2024.0,RFA,Good,True,India,Uploaded,Group A,,,,,,,,,,,,,
500.0,STT_NW0487,"བོད་ཀྱི་བརྙན་འཕྲིན་གྱི་ཉིན་རེའི་གསར་འགྱུར། ༢༠༢༡།༣།༢༩Tibet TV Daily News-March. 29, 2021",https://youtu.be/yz1t756aT9s?si=NUEvY6NGSDlh6Aat,YouTube ,00:11:25,00:11:25,2021.0,བོད་ཀྱི་བང་ཆེན།,Good,True,India,Uploaded,Group A,,,,,,,,,,,,,
501.0,STT_NW0488,"བདུན་ཕྲག་འདིའི་བོད་དོན་གསར་འགྱུར་ཕྱོགས་བསྡུས། ༢༠༢༤།༠༦།༢༨ Tibet This Week (Tibetan)-June 28, 2024",https://youtu.be/hvmYIV5MynE?si=8gQvlf5RoBXWG_gk,YouTube ,00:09:55,00:09:55,2024.0,TibetTV,Good,True,India,Uploaded,Group B,,,,,,,,,,,,,
502.0,STT_NW0489,"བོད་ཀྱི་བརྙན་འཕྲིན་གྱི་ཉིན་རེའི་གསར་འགྱུར། ༢༠༢༡།༣།༢༥Tibet TV Daily News-March. 25, 2021",https://youtu.be/OBihrKwp6d0?si=RToTe04CvuLvSU0-,YouTube ,00:06:25,00:06:25,2021.0,TibetTV,Good,True,India,Uploaded,Group B,,,,,,,,,,,,,
503.0,STT_NW0490,"བོད་ཀྱི་བརྙན་འཕྲིན་གྱི་ཉིན་རེའི་གསར་འགྱུར། ༢༠༢༡།༣།༢༤Tibet TV Daily News-March. 24, 2021",https://youtu.be/Hyam9l_AHR8?si=RmreH0GYWhuA1HWV,YouTube ,00:07:19,00:07:20,2021.0,TibetTV,Good,True,India,Uploaded,Group B,,,,,,,,,,,,,
